SAMPLE	GENOME	model	RDSdC	UBCdC	DESC	TF_TYPE	EXP
ET_9mem_10	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	637	6	Electro_Single	Electroporation	Experimental
ET_9mem_10	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	70	3	Electro_Single	Electroporation	Experimental
ET_9mem_10	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	pHLL249	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_10	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	pHLL250	NewPrimer_mariner	1041248	36467	Electro_Single	Electroporation	Experimental
ET_9mem_11	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	94564	1129	Electro_Single	Electroporation	Experimental
ET_9mem_11	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	18928	119	Electro_Single	Electroporation	Experimental
ET_9mem_11	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	5796	30	Electro_Single	Electroporation	Experimental
ET_9mem_11	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	4652	15	Electro_Single	Electroporation	Experimental
ET_9mem_11	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	3301	23	Electro_Single	Electroporation	Experimental
ET_9mem_11	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	1847	12	Electro_Single	Electroporation	Experimental
ET_9mem_11	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	pHLL249	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_11	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	pHLL250	NewPrimer_mariner	1205204	53765	Electro_Single	Electroporation	Experimental
ET_9mem_12	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	39235	902	Electro_Single	Electroporation	Experimental
ET_9mem_12	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	18616	200	Electro_Single	Electroporation	Experimental
ET_9mem_12	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	5599	44	Electro_Single	Electroporation	Experimental
ET_9mem_12	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	4284	27	Electro_Single	Electroporation	Experimental
ET_9mem_12	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	2381	26	Electro_Single	Electroporation	Experimental
ET_9mem_12	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	1425	20	Electro_Single	Electroporation	Experimental
ET_9mem_12	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	131	1	Electro_Single	Electroporation	Experimental
ET_9mem_12	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	78	1	Electro_Single	Electroporation	Experimental
ET_9mem_12	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	pHLL249	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_12	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Electro_Single	Electroporation	Experimental
ET_9mem_13	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	3684553	1708	Trans_Control	Nat_Trans	Control
ET_9mem_13	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	4032	1	Trans_Control	Nat_Trans	Control
ET_9mem_13	pHLL250	NewPrimer_mariner	1004	5	Trans_Control	Nat_Trans	Control
ET_9mem_13	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	pHLL249	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_13	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	3085934	1578	Trans_Control	Nat_Trans	Control
ET_9mem_14	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	4972	3	Trans_Control	Nat_Trans	Control
ET_9mem_14	pHLL250	NewPrimer_mariner	787	5	Trans_Control	Nat_Trans	Control
ET_9mem_14	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2	1	Trans_Control	Nat_Trans	Control
ET_9mem_14	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	pHLL249	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_14	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	2956611	1917	Trans_Control	Nat_Trans	Control
ET_9mem_15	pHLL250	NewPrimer_mariner	2417	15	Trans_Control	Nat_Trans	Control
ET_9mem_15	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	2	1	Trans_Control	Nat_Trans	Control
ET_9mem_15	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	pHLL249	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_15	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_9mem_16	pHLL250	NewPrimer_mariner	1257118	30732	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	143127	1157	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	21627	128	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	3854	19	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	1983	6	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	1942	7	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	352	2	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	pHLL249	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_16	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	pHLL250	NewPrimer_mariner	1243055	77651	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	59938	1495	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	13217	191	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2938	22	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	1297	16	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	1224	13	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	225	4	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	31	1	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	pHLL249	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_17	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	pHLL250	NewPrimer_mariner	1254394	34362	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	119110	1330	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	12125	110	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	2754	11	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	2274	13	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	1519	7	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	215	1	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	172	2	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	21	1	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	pHLL249	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_18	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Trans_Single	Nat_Trans	Experimental
ET_9mem_2	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1452695	986	Conj_Control	Conjugation	Control
ET_9mem_2	pHLL250	NewPrimer_mariner	138	4	Conj_Control	Conjugation	Control
ET_9mem_2	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	13	1	Conj_Control	Conjugation	Control
ET_9mem_2	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	pHLL249	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_2	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	1538611	1138	Conj_Control	Conjugation	Control
ET_9mem_3	pHLL250	NewPrimer_mariner	5168	10	Conj_Control	Conjugation	Control
ET_9mem_3	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	4	1	Conj_Control	Conjugation	Control
ET_9mem_3	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	2	1	Conj_Control	Conjugation	Control
ET_9mem_3	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	pHLL249	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_3	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Conj_Control	Conjugation	Control
ET_9mem_4	pHLL250	NewPrimer_mariner	2370232	108021	Conj_Single	Conjugation	Experimental
ET_9mem_4	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	38614	1055	Conj_Single	Conjugation	Experimental
ET_9mem_4	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	24496	533	Conj_Single	Conjugation	Experimental
ET_9mem_4	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	8114	174	Conj_Single	Conjugation	Experimental
ET_9mem_4	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	5784	108	Conj_Single	Conjugation	Experimental
ET_9mem_4	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	4174	77	Conj_Single	Conjugation	Experimental
ET_9mem_4	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	74	1	Conj_Single	Conjugation	Experimental
ET_9mem_4	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	29	1	Conj_Single	Conjugation	Experimental
ET_9mem_4	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	pHLL249	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_4	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	pHLL250	NewPrimer_mariner	2495073	158198	Conj_Single	Conjugation	Experimental
ET_9mem_5	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	31428	1132	Conj_Single	Conjugation	Experimental
ET_9mem_5	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	26034	1175	Conj_Single	Conjugation	Experimental
ET_9mem_5	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	10382	351	Conj_Single	Conjugation	Experimental
ET_9mem_5	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	4534	128	Conj_Single	Conjugation	Experimental
ET_9mem_5	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	4380	108	Conj_Single	Conjugation	Experimental
ET_9mem_5	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	300	3	Conj_Single	Conjugation	Experimental
ET_9mem_5	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	99	3	Conj_Single	Conjugation	Experimental
ET_9mem_5	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
ET_9mem_5	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Conj_Single	Conjugation	Experimental
