SAMPLE	GENOME	model	RDSdC	UBCdC	DESC	TF_TYPE	EXP
BR_30_ET_24	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	pHLL249	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_24	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	KlebOnly_NoVec	Nat_Trans	Control
BR_30_ET_25	pHLL250	NewPrimer_mariner	60131	19347	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	2600	693	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	209	49	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	64	12	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	38	10	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	31	8	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	11	3	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	pHLL249	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_25	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	pHLL250	NewPrimer_mariner	28758	9309	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	2096	577	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	70	19	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	26	8	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	13	2	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	7	2	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	5	2	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	2	1	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	2	1	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	pHLL249	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_26	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	pHLL250	NewPrimer_mariner	59188	16164	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	3918	850	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	195	42	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	53	12	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	34	3	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	27	5	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	11	3	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	5	1	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	pHLL249	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_27	Sinorhizobium_meliloti_1021_GCF_000006965.1	NewPrimer_mariner	0	0	Com_3h	Nat_Trans	Experimental
BR_30_ET_28	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	NewPrimer_mariner	4908	984	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	pHLL250	NewPrimer_mariner	42	12	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	AMD830_Bacillus_Bacilli_39_7.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	AMD835_Microbacterium_Actinobacteria_70_608.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	E.coli_WM3604_scaffold_min1000	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Klebsiella_michiganensis_M5a1_GCF_002090195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Methylobacterium_sp_UNC378MF_GCF_900103195.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	pBFC0882_Barcoded_VcCas	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	pHLL249	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Pseudomonas_simiae_WCS417_GCF_000698265.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
BR_30_ET_28	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	NewPrimer_mariner	0	0	Com_NoVec	Nat_Trans	Control
